,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
439,Kruipend-Zenegroen-Ajuga-reptans-Schneekerze,Borderplanten,Ja,Ja,Ja,,,"April, Mei",Groen,Wit,Ja,15,Schaduw,Vochthoudend,Gemiddeld,In het groene tapijt kunnen gaten vallen. Kruipend zenegroen laat zich echter gemakkelijk delen. In het voorjaar kunt u niet vastgegroeide uitlopers in stukken knippen. U verdeeld de plantjes opnieuw waarbij u de witte wortelkransjes met grond bedekt. Let op dat de nieuwe aanplant niet uitdroogt!,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2143_src.jpg']"
440,Kruipend-Zenegroen-Ajuga-reptans-Variegata,Borderplanten,Ja,Ja,Ja,,,"April, Mei",Wit,Blauw,Ja,15,Schaduw,Vochthoudend,Gemiddeld,In het groene tapijt kunnen gaten vallen. Kruipend zenegroen laat zich echter gemakkelijk delen. In het voorjaar kunt u niet vastgegroeide uitlopers in stukken knippen. U verdeeld de plantjes opnieuw waarbij u de witte wortelkransjes met grond bedekt. Let op dat de nieuwe aanplant niet uitdroogt!,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1772_src.jpg']"
441,Kruipende-braam-Rubus-pentalobus,Heesters en Struiken,Ja,,,,,"Mei, Juni","Groen, Grijs, Rood",Wit,Ja,10,"Halfschaduw, Schaduw",Droog-vochthoudend,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Rubus-met-vrucht.jpg']"
442,Kruiptijm-Thymus-praecox-Albiflorus,Bodembedekkers,,Ja,Ja,,,"Juni, Juli",Groen,Wit,Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Kruiptijm-Thymus-praecox-'Albiflorus'-tuinplanten-loopgroen.jpeg""]"
443,kruiptijm-thymus-praecox-hall-s-variety/,Borderplanten,,Ja,Ja,,,"Juni, Juli","Groen, Grijs",Paars,Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1184_src.jpg']"
444,Kruiptijm-Thymus-praecox-Minor,Borderplanten,,Ja,Ja,,,"Juni, Juli",Groen,"Roze, Paars",Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_220_src.jpg']"
445,Kruiptijm-Thymus-praecox-Purple-Beauty,Bodembedekkers,,Ja,Ja,,,"Juni, Juli",Groen,"Roze, Paars",Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1701_src.jpg']"
446,Kruiptijm-Thymus-praecox-Vey,Borderplanten,,Ja,Ja,,,"Juni, Juli",Groen,Roze,Ja,5,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_200_src.jpg']"
447,Kruiskruid-Ligularia-Weihenstephan,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Groen,Geel,Nee,175,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2030_src.jpg']"
448,Kruiskruid-Ligularia-Zepter,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Groen,Geel,Nee,200,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1862_src.jpg']"
449,Kruiskruid-Ligularia-dentata,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Groen,"Geel, Oranje",Nee,100,"Halfschaduw, Zon, Schaduw",Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4109_src.jpg']"
450,Kruiskruid-Ligularia-dentata-Desdemona,Borderplanten,,Ja,Ja,,,"Augustus, Juli","Bruin, Rood","Geel, Oranje",Nee,100,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2295_src.jpg']"
451,Kruiskruid-Ligularia-dentata-Othello,Borderplanten,,Ja,Ja,,,"Augustus, Juli","Bruin, Rood","Geel, Oranje",Nee,100,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Kruiskruid-Ligularia-dentata_1.jpeg']"
452,Kruiskruid-Ligularia-stenocephala-The-Rocket,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Groen,Geel,Nee,180,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1204_src.jpg']"
453,Kruiskruid-Ligularia-x-hessei,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Groen,"Geel, Oranje",Nee,150,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1247_src.jpg']"
454,Kruiskruid-Ligularia-x-palmatiloba,Borderplanten,,Ja,Ja,,,"Juni, Juli",Groen,"Geel, Oranje",Nee,120,Lichte schaduw / zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1342_src.jpg']"
455,Late-guldenroede-Solidago-gigantea,Borderplanten,Ja,Ja,Ja,,,"Augustus, September",Groen,Geel,Nee,200,"Halfschaduw, Zon",Vochthoudend-vochtig,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1835_src.jpg']"
456,Laurier-haag-Prunus-laurocerasus-Herbergii,Haagplanten,Ja,,,,,,groen,Wit,Ja,,"Schaduw, Halfschaduw, Zon",Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Laurier-haag-Prunus-laurocerasus-'Herbergii'.png""]"
457,Laurierkers-Prunus-Laurocerasus-Rotundifolia,Haagplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Ja,600,"Halfschaduw, Schaduw, Zon",Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Rotundifolia-laurier-haag.png']"
458,Laurierkers-Prunus-laurocerasus,Haagplanten,Ja,,,,,"Mei, Juni",Groen,,Ja,300,"Schaduw, Halfschaduw / zon",,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Laurierkers-(prunus).jpeg']"
459,Laurierkers-Prunus-laurocerasus-Ani,Haagplanten,Ja,,,,,"April, Mei","Groen, Rood",Wit,Ja,150,"Zon, Halfschaduw, Schaduw",Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Laurierkers-(prunus)_2.jpeg']"
460,Laurierkers-Prunus-laurocerasus-Caucasica,Haagplanten,Ja,,,Ja,,"April, Mei",Groen,Wit,Ja,300,Lichte schaduw,Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Prunus-laurocerasus-'Caucasica'.png""]"
461,Laurierkers-Prunus-laurocerasus-Elly,Haagplanten,Ja,,,,,"April, Mei",Groen,Wit,Ja,200-400,"Zon, Halfschaduw, Schaduw",Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Laurierkers-(prunus)_3.jpeg']"
462,Laurierkers-Prunus-laurocerasus-Etna,Haagplanten,Ja,,,,,"April, Mei","Groen, Rood",Wit,Ja,300,"Zon, Halfschaduw, Schaduw",Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Laurierkers-(prunus)_4.jpeg']"
463,Laurierkers-Prunus-laurocerasus-Genolia,Haagplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Ja,350-400,"Zon, Halfschaduw, Schaduw",Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/bessen-laurier_3.jpeg']"
464,Laurierkers-Prunus-laurocerasus-Novita,Haagplanten,Ja,,,,,"Mei, Juni",Groen,Wit,Ja,300,"Schaduw, Halfschaduw, Zon",Droog-vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Laurierkers-(prunus).png']"
465,Laurierkers-Prunus-laurocerasus-Otto-Luyken,Haagplanten,Ja,,,Ja,,"Mei, Juni",Groen,Wit,Ja,100,Halfschaduw / zon,Vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Otto-Luyken-groenblijvende-haagplant.png']"
466,Lavendel-Lavandula,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Grijs,"Paars, Blauw",Ja,90,Zon,Droog,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Lavendula-3.jpeg']"
467,Lavendel-Lavandula-wit,Borderplanten,Ja,,,,,"Juni, Juli",Grijs,Wit,Ja,60,Zon,Droog,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Gewone-lavendel-Lavandula-angustifolia-'Alba'-bloei_1.png""]"
468,Lelie-van-Dalen-Convallaria-majalis-Rosea,Heesters en Struiken,Ja,,,,,"Mei, Juni",Groen,Roze,Nee,20,Schaduw,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_535_src.jpg']"
469,Leliemagnolia-Magnolia-liliiflora-Nigra,Heesters en Struiken,Ja,Ja,Ja,,,"April, Mei",Groen,Paars,Nee,350,"Zon, Halfschaduw",Vochthoudend-vochtig,,,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Leliemagnolia-Magnolia-liliiflora-'Nigra'.jpg""]"
470,Lelietje-van-dalen-Convallaria-majalis,Heesters en Struiken,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,20,Schaduw,Droog,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/lelie-van-dale.jpg']"
471,Lievevrouwebedstro-Galium-odoratum,Bodembedekkers,Ja,,,,,"Mei, Juni",Groen,Wit,Nee,15,Schaduw,Vochthoudend,Geen,De plant heeft weinig extra zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Lievevrouwebedstro-Galium-odoratum-.jpg']"
472,Liguster-Ligustrum-Ovalifolium,Haagplanten,Ja,,,Ja,,Juli,Groen,Wit,Ja,400,Lichte schaduw,Droog-vochthoudend,Hoog,Als haag 2 keer per jaar snoeien. Let erop dat de onderzijde van de haag breder blijft als de bovenzijde (Trapezium vorm),"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/rsz_20200513_143816.jpg']"
473,Liguster-ligustrum-vulgare,Haagplanten,Ja,,,,,,Groen,Wit,Ja,500,"schaduw, Halfschaduw, Zon",,Hoog,De plant kan toegepast worden als haagplant. Meestal is tweemaal per jaar scheren voldoende om de haag strak te houden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/20200421_144632.jpg']"
474,Lijsterbesspirea-Sorbaria-sorbifolia,Heesters en Struiken,Ja,,,,,"Juli, Augustus",Groen,Wit,Nee,200,Halfschaduw / zon,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3326_src.jpg']"
475,Linum-flavum-Compactum,Borderplanten,Ja,,,,,"Juni, Juli, Augustus",Groen,Geel,Nee,30,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_694_src.jpg']"
476,Linum-perenne,Borderplanten,Ja,,,,,"Augustus, Juli, Juni","Blauw, Grijs",Blauw,Ja,50,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2301_src.jpg']"
477,Linum-perenne-Saphir,Borderplanten,Ja,,,,,"Augustus, Juli, Juni","Blauw, Grijs",Blauw,Ja,45,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_169_src.jpg']"
478,Lobelia-Lobelia-x-speciosa-Queen-Victoria,Borderplanten,,Ja,Ja,,,"Augustus, September","Bruin, Rood",Rood,Nee,80,Zon,Droog-vochthoudend,Geen,Snoei is niet nodig bij deze plant.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_453_src.jpg']"
479,Longkruid-Pulmonaria-angustifolia,Borderplanten,,Ja,Ja,,,"Maart, April",Groen,"Blauw, Paars",Nee,20,"Schaduw, Halfschaduw",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2067_src.jpg']"
480,Longkruid-Pulmonaria-longifolia,Borderplanten,,Ja,Ja,,,"Maart, April","Zilvergrijs, Groen",Blauw,Nee,25,"Schaduw, Halfschaduw",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_186_src.jpg']"
481,longkruid-pulmonaria-longifolia-e-b-anderson/,Borderplanten,,Ja,Ja,,,"Maart, April","Groen, Zilvergrijs",Blauw,Nee,25,"Schaduw, Halfschaduw",Vochthoudend,Laag,"De plant kan vermeerderd worden door vroeg in het voorjaar of in de herfst de plant te delen. Het is aan te raden om na de bloei lelijk blad af te knippen, zodat de plant nieuw blad kan aanmaken.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_68_src.jpg']"
482,Longkruid-Pulmonaria-officinalis-Sissinghurst-White,Borderplanten,,Ja,Ja,,,"Maart, April","Groen, Zilvergrijs",Wit,Nee,30,"Halfschaduw, Zon",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2789_src.jpg']"
483,Longkruid-Pulmonaria-rubra,Borderplanten,,Ja,Ja,,,"Maart, April",Groen,Rood,Nee,35,"Schaduw, Halfschaduw",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_216_src.jpg']"
484,Longkruid-Pulmonaria-saccharata,Borderplanten,,Ja,Ja,,,"Maart, April","Wit, Groen","Rood, Paars, Roze",Nee,30,"Schaduw, Halfschaduw",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2626_src.jpg']"
485,Longkruid-Pulmonaria-saccharata-Mrs-Moon,Borderplanten,,Ja,Ja,,,"Maart, April","Wit, Groen","Paars, Roze, Rood",Nee,30,"Schaduw, Halfschaduw",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1627_src.jpg']"
486,Lunaria-annua,Borderplanten,Ja,,,,,"Mei, Juni",Groen,Paars,Ja,90,Schaduw,Vochthoudend,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1879_src.jpg']"
487,Lupine-Lupinus-Chandelier,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Geel,Nee,100,Zon,Vochthoudend,Laag,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3526_src.jpg']"
488,Lupine-Lupinus-My-Castle,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Rood,Nee,100,Zon,Vochthoudend,Laag,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1787_src.jpg']"
489,Lupine-Lupinus-The-Governor,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni",Groen,"Wit, Blauw",Nee,100,Zon,Vochthoudend,Laag,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei.","[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Lupine-Lupinus-'The-Governor'-kopen_Easy-Resize.com.jpg""]"
490,Lupine-Lupinus-Thundercloud,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Paars,Nee,90,Zon,Vochthoudend,Laag,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3380_src.jpg']"
491,Lupinus-Noble-Maiden,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Nee,100,Zon,Vochthoudend,Laag,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3823_src.jpg']"
492,Lupinus-The-Chatelaine,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni",Groen,"Wit, Roze",Nee,100,Zon,Vochthoudend,Laag,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Screenshot_20210827-132855_Drive.jpg']"
493,Maarts-Viooltje-Viola-odorata,Borderplanten,,Ja,Ja,,,"Maart, April",Groen,Blauw,Ja,10,Schaduw,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4128_src.jpg']"
494,Magriet-Leucanthemum-Alaska,Borderplanten,Ja,,Ja,,,"Juni, Juli",Groen,Wit,Ja,80,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Margriet-bloeiwijze-en-bloeikleuren-informatie-verzorging.png']"
495,Magriet-Leucanthemum-Snehurka,Borderplanten,Ja,,,,,"Juni, Juli",Groen,Wit,Ja,50,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1749_src.jpg']"
496,Mahonie-Mahonia,Heesters en Struiken,Ja,,,,,"November, December, Januari, Februari",Groen,Geel,Ja,150,"Halfschaduw, Schaduw",Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG-20210423-WA0011.jpg']"
497,Mannetjesvaren-Dryopteris-filix-mas-Linearis-Polydactyla,Borderplanten,Ja,,,,,,Groen,,Nee,80,Halfschaduw,Vochthoudend,Geen,Geen bijzondere zorg nodig. Woekert doorgaans niet.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_51_src.jpg']"
498,Margriet-Leucanthemum-Christine-Hagemann,Heesters en Struiken,Ja,Ja,Ja,,,"Juni, Juli",Groen,Wit,Ja,70,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1822_src.jpg']"
499,Margriet-Leucanthemum-Dwarf-Snow-Lady,Borderplanten,Ja,,,,,"Juni, Juli",Groen,Wit,Ja,30,Zon,Vochthoudend-vochtig,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4096_src.jpg']"
500,Margriet-Leucanthemum-Polaris,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Wit,Ja,80,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_649_src.jpg']"
501,Margriet-Leucanthemum-Silberprinzesschen,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Groen,Wit,Ja,50,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1810_src.jpg']"
502,Margriet-Leucanthemum-Sonnenschein,Borderplanten,Ja,,,,,"Juni, Juli",Groen,Geel,Ja,80,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/witbloeiendevasteplantenbijen.jpg']"
503,Margriet-Leucanthemum-Wirral-Supreme,Borderplanten,Ja,,,,,"Juni, Juli",Groen,Wit,Ja,70,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2768_src.jpg']"
504,Marjolein-Origanum-Kent-Beauty,Borderplanten,,Ja,Ja,,,"Juli, Augustus, September",Grijs,Roze,Nee,30,Zon,Vochthoudend-vochtig,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3956_src.jpg']"
505,Marjolein-Origanum-Rosenkuppel,Borderplanten,,Ja,Ja,,,"Juli, Augustus, September",Groen,Roze,Nee,50,Zon,Droog-vochthoudend,Laag,Na de bloei de bloemen verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3218_src.jpg']"
